step	train_loss	eval_loss
186	3.60632312	
187	3.57495320	
188	3.77855974	
189	3.73912662	
190	3.62681067	
191	3.68498981	
192	3.71920550	
193	4.02561557	
194	3.91942710	
195	3.64716893	
196	3.54433829	
197	3.82343900	
198	3.84266347	
199	3.57973295	
200	3.31994927	
201	3.60123777	
202	3.57343388	
203	3.98450911	
204	3.86096728	
205	3.71714962	
206	3.77148598	
207	3.70211834	
208	3.54829353	
209	3.65263987	
210	3.98917419	
211	4.50462079	
212	3.99723744	
213	3.75533563	
214	3.58695775	
215	3.57582808	
216	3.79547220	
217	3.68040913	
218	3.88111651	
219	3.66374516	
220	3.72617513	
221	3.74705023	
222	4.05348927	
223	3.67047435	
224	3.51692307	
225	3.73466086	
226	3.64916199	
227	3.77080435	
228	4.14147514	
229	3.55255729	
230	3.42930758	
231	3.34849608	
232	3.75723374	
233	3.62878352	
234	3.96646363	
235	3.67552519	
236	3.81980729	
237	3.72654456	
238	3.81240815	
239	3.72492528	
240	4.25635737	
241	3.66452575	
242	3.56829464	
243	3.71212250	
244	3.57061988	
245	4.18328774	
246	4.00343269	
247	4.13143879	
248	3.79614186	
249	3.63974214	
250	3.66685098	3.50852239
251	3.67463350	
252	3.85915196	
253	3.93896532	
254	3.88155586	
255	3.66730040	
256	3.55814379	
257	3.65039659	
258	4.12698317	
259	3.58721340	
260	3.79406607	
261	3.90560555	
262	3.87698865	
263	3.69746953	
264	3.74992776	
265	3.90157032	
266	3.55990666	
267	3.56405634	
268	3.67033702	
269	3.76859409	
270	3.59708351	
271	3.59241903	
272	3.70353490	
273	3.55383313	
274	3.66762978	
275	3.67785197	
276	3.82980752	
277	4.02982819	
278	3.76592082	
279	3.87067503	
280	3.55199659	
281	3.86947632	
282	3.40148872	
283	3.74834973	
284	3.69369310	
285	3.76492798	
286	3.92191964	
287	3.74537623	
288	3.64674503	
289	3.82160217	
290	3.85317528	
291	3.94834441	
292	3.57423025	
293	3.70959294	
294	3.92569292	
295	3.68018007	
296	3.84921432	
297	3.64857501	
298	3.71679187	
299	3.82795614	
300	3.74476439	
301	3.65287125	
302	3.86034232	
303	3.37902409	
304	3.63148022	
305	3.61749476	
306	3.73937201	
307	3.75868303	
308	4.17466480	
309	3.51966000	
310	3.83823723	
311	3.66535425	
312	3.74137872	
313	3.49735487	
314	3.66601288	
315	3.61009061	
316	3.38391358	
317	3.61093903	
318	3.83554411	
319	3.78300828	
320	3.90387839	
321	4.18109649	
322	3.62562311	
323	3.70087659	
324	3.80660093	
325	3.71491235	
326	3.89268434	
327	3.83999288	
328	3.81666958	
329	3.87521321	
330	3.57448506	
331	3.71650535	
332	3.60685825	
333	3.56537873	
334	3.73667693	
335	3.88530999	
336	3.75036013	
337	3.29488188	
338	3.63379824	
339	3.91373324	
340	3.71731418	
341	3.84659994	
342	3.62238103	
343	3.50304538	
344	3.87418735	
345	3.46019918	
346	3.67879868	
347	3.68413103	
348	3.57912016	
349	3.89032090	
350	3.86963356	
351	3.69203621	
352	3.63710380	
353	4.10108066	
354	3.75615644	
355	3.80439591	
356	3.53065670	
357	3.61423403	
358	3.51695961	
359	3.42038035	
360	3.89449912	
361	3.68324196	
362	3.71188998	
363	3.65008157	
364	4.09013778	
365	3.75086129	
366	4.08360291	
367	4.07512188	
368	3.79041988	
369	3.95603067	
370	3.67315793	
371	3.55496889	
372	3.54350466	
373	4.30111778	
374	3.58332592	
375	3.62917000	
376	3.82090777	
377	3.96259183	
378	3.76684517	
379	3.49010074	
380	3.60618615	
381	3.93800104	
382	3.70432252	
383	3.82492054	
384	3.71325755	
385	3.61047393	
386	3.70046920	
387	3.60689163	
388	3.87698460	
389	3.90448290	
390	3.95785165	
391	3.68726265	
392	3.63981909	
393	3.78634638	
394	3.83640552	
395	3.84433025	
396	3.65452933	
397	3.67483306	
398	3.69049752	
399	3.80418801	
400	4.02494663	
401	3.76552361	
402	3.97599304	
403	3.50392854	
404	3.70578343	
405	3.69222623	
406	3.62690246	
407	3.93723035	
408	3.74721676	
409	3.66840768	
410	3.52672160	
411	3.62252122	
412	3.76661175	
413	3.52827418	
414	3.60276467	
415	3.63038146	
416	3.87265873	
417	3.49508995	
418	3.93027020	
419	3.71296597	
420	3.65151507	
421	3.88185161	
422	3.91050130	
423	3.65240413	
424	4.04216093	
425	3.53525800	
426	3.56872433	
427	3.56383002	
428	3.84083074	
429	3.74102938	
430	3.82168394	
431	3.20862997	
432	3.73403412	
433	3.82080281	
434	3.70117557	
435	3.38888741	
436	3.74489695	
437	3.71415430	
438	4.09589642	
439	3.53020740	
440	3.79197854	
441	3.69669342	
442	3.55639362	
443	3.63276941	
444	4.08801633	
445	3.53349239	
446	3.87345672	
447	3.82921588	
448	3.86509293	
449	3.70055807	
450	3.58420551	
451	3.69327068	
452	3.81019551	
453	3.41833383	
454	3.79094732	
455	3.64059919	
456	3.64023447	
457	3.96275938	
458	3.61539650	
459	3.70666325	
460	3.41228133	
461	3.71610618	
462	3.56975645	
463	3.90938723	
464	3.64485347	
465	3.73990428	
466	3.36906564	
467	3.92644656	
468	3.90599918	
469	3.65416187	
470	3.68425047	
471	3.68505007	
472	3.85241377	
473	3.54613417	
474	3.84806180	
475	3.84595227	
476	3.49410111	
477	3.71206951	
478	3.42599744	
479	3.74618095	
480	3.86785066	
481	3.62758070	
482	3.80422121	
483	3.73490888	
484	3.53481281	
485	3.65013468	
486	3.81105834	
487	3.59222895	
488	3.77845651	
489	3.61258882	
490	3.45647734	
491	3.53445655	
492	3.93127394	
493	3.59934956	
494	4.24420810	
495	3.82529700	
496	3.72711837	
497	3.94661099	
498	4.04264575	
499	3.83123595	
500	3.24308234	3.50982141
501	3.85557389	
502	3.73357660	
503	3.85521662	
504	3.10507417	
505	3.91953450	
506	4.06151021	
507	3.81866115	
508	3.65044606	
509	3.56470549	
510	3.49599093	
511	3.31877196	
512	3.81788528	
513	3.65087628	
514	3.48385030	
515	3.49238008	
516	3.55583936	
517	3.77519912	
518	3.53409779	
519	3.65195119	
520	3.64047009	
521	3.70865053	
522	3.72249001	
523	3.66331208	
524	3.71130812	
525	3.76854813	
526	3.73395526	
527	3.65880966	
528	3.83460325	
529	3.51553553	
530	3.87232023	
531	3.48196870	
532	3.78227133	
533	3.68771917	
534	3.81011510	
535	4.04856563	
536	3.83723360	
537	3.37419581	
538	3.60395467	
539	3.74434555	
540	3.90247011	
541	3.81997585	
542	3.65667588	
543	3.75177932	
544	3.78134477	
545	3.75647795	
546	3.51963085	
547	3.99661005	
548	4.16273844	
549	3.70099503	
550	3.46888423	
551	3.98060042	
552	4.27020013	
553	3.78246528	
554	3.45803195	
555	3.55971742	
556	3.60675645	
557	3.61752373	
558	3.97699362	
559	4.29446840	
560	3.73833466	
561	3.58053476	
562	3.90783072	
563	3.67979634	
564	4.11682427	
565	5.60614204	
566	5.46286428	
567	3.87494338	
568	3.63190502	
569	3.54665661	
570	3.39763492	
571	3.42320424	
572	3.65777171	
573	3.73142231	
574	3.63372052	
575	3.66709322	
576	3.76359701	
577	3.63784599	
578	3.80610061	
579	3.57919008	
580	3.75087857	
581	3.51725286	
582	3.53727591	
583	3.55248243	
584	3.55993444	
585	3.71055484	
586	3.05718237	
587	3.60967720	
588	3.61369002	
589	3.79273009	
590	3.83537143	
591	3.82878816	
592	3.59637779	
593	3.58735585	
594	4.33746630	
595	3.82510835	
596	3.77456939	
597	3.60759360	
598	3.57445598	
599	3.45675594	
600	3.36910146	
601	3.37050247	
602	3.41855681	
603	3.68760878	
604	3.34612024	
605	3.54537213	
606	3.60476762	
607	3.71184707	
608	3.49054056	
609	3.62151515	
610	3.76454091	
611	3.64764041	
612	3.93665683	
613	3.29126328	
614	3.60730267	
615	3.80624622	
616	3.74915266	
617	3.63281244	
618	3.61820400	
619	3.76054478	
620	3.78247690	
621	3.60938448	
622	3.46977776	
623	3.80210805	
624	3.88684833	
625	3.79249370	
626	3.69772100	
627	3.77317423	
628	3.81799805	
629	3.74253517	
630	3.67846763	
631	3.63179451	
632	4.01466805	
633	4.09294045	
634	3.65737343	
635	4.07359743	
636	3.80753213	
637	3.49229282	
638	3.85793948	
639	3.68969077	
640	3.70563525	
641	3.90961164	
642	3.48585689	
643	3.64889508	
644	3.59523243	
645	3.69565964	
646	3.59545773	
647	3.76190686	
648	3.75535178	
649	3.58147651	
650	3.57847720	
651	3.85555291	
652	3.61875367	
653	3.53212357	
654	3.87487251	
655	3.51748466	
656	3.69378746	
657	3.91247195	
658	3.36095625	
659	3.61829263	
660	3.70152920	
661	3.56890613	
662	3.79162163	
663	3.93044287	
664	3.67428535	
665	4.47042727	
666	3.70322883	
667	3.31302804	
668	3.47922331	
669	3.69885999	
670	3.74655735	
671	3.66572648	
672	3.75414801	
673	3.56726974	
674	3.41380632	
675	3.87428212	
676	3.85441852	
677	3.58078849	
678	3.74283218	
679	3.47988778	
680	4.22957397	
681	3.29889578	
682	3.34711438	
683	3.51448119	
684	3.53979975	
685	3.76887679	
686	3.80583942	
687	3.74885285	
688	3.95747995	
689	3.64335769	
690	3.65812910	
691	3.81178910	
692	3.61178768	
693	3.88349861	
694	3.78509420	
695	3.30545509	
696	3.47099817	
697	4.13816720	
698	5.31944251	
699	3.69610804	
700	3.88616741	
701	3.56837279	
702	3.92740834	
703	3.75596887	
704	3.73880285	
705	3.58983862	
706	4.09805906	
707	3.73213488	
708	3.56383252	
709	3.71681541	
710	3.82129133	
711	3.80453730	
712	3.49500024	
713	3.82196254	
714	3.96223056	
715	3.76148659	
716	3.76965100	
717	3.86318755	
718	3.51734120	
719	3.64146805	
720	3.62647867	
721	3.94180030	
722	3.67166674	
723	3.89036846	
724	4.02719343	
725	3.92326111	
726	3.72946316	
727	3.32986361	
728	3.68294936	
729	3.60901392	
730	3.65052056	
731	3.62088400	
732	3.76359415	
733	3.61653894	
734	3.80509067	
735	3.58715266	
736	3.64341319	
737	4.12022710	
738	3.86760753	
739	3.57771641	
740	3.64296162	
741	3.63866305	
742	3.59434134	
743	3.63547623	
744	3.73694056	
745	3.57024813	
746	3.88786709	
747	3.79515356	
748	3.67461503	
749	3.77288300	
750	3.49350607	3.50794053
751	3.98908919	
752	3.75657362	
753	3.98855555	
754	3.65558684	
755	3.91601157	
756	3.78589249	
757	3.30362552	
758	3.92374444	
759	3.65789402	
760	3.77173871	
761	3.75773442	
762	3.62098813	
763	3.86876082	
764	3.69929314	
765	3.64468271	
766	3.68182361	
767	3.57909691	
768	3.57556754	
769	3.58618796	
770	3.79673386	
771	3.53161490	
772	3.69732243	
773	4.11101276	
774	3.73535597	
775	3.76675665	
776	3.61294574	
777	3.57065946	
778	3.54552698	
779	3.48365599	
780	3.66586554	
781	3.62690496	
782	3.88712734	
783	3.80085403	
784	3.81361336	
785	3.77307487	
786	3.56327444	
787	3.92209911	
788	3.65271711	
789	3.95777524	
790	3.77916658	
791	3.70779592	
792	3.64419639	
793	3.43778044	
794	3.59169745	
795	3.80786759	
796	3.63471079	
797	3.60844862	
798	3.75557357	
799	3.74657291	
800	3.74850434	
801	4.09567630	
802	3.52892935	
803	3.58408010	
804	3.62052363	
805	3.89407063	
806	3.54790866	
807	4.07463479	
808	3.74919784	
809	3.82766092	
810	3.84845644	
811	3.84630305	
812	3.60022086	
813	4.07379657	
814	3.69345784	
815	3.52032077	
816	3.67935634	
817	3.52367252	
818	3.77408451	
819	3.74606532	
820	3.57837617	
821	3.64920354	
822	3.65794206	
823	3.70671672	
824	4.45569098	
825	3.61195898	
826	3.49534476	
827	3.51808566	
828	3.84891993	
829	3.86382800	
830	3.73591882	
831	3.61366951	
832	3.73677689	
833	3.42598867	
834	3.74850833	
835	3.69248003	
836	3.94377548	
837	3.32729667	
838	3.68883961	
839	3.62502974	
840	3.84392166	
841	3.46538973	
842	3.75337034	
843	3.56763113	
844	3.56357950	
845	3.79201519	
846	3.65863889	
847	3.70311534	
848	3.52999592	
849	3.52785432	
850	3.54508609	
851	3.93702722	
852	3.62584549	
853	3.69182795	
854	3.68262607	
855	3.68890065	
856	3.59652907	
857	3.92488629	
858	3.98774171	
859	3.76011127	
860	4.25712401	
861	3.77520609	
862	3.47794479	
863	3.60071945	
864	3.84056640	
865	3.64515096	
866	3.63877755	
867	3.65414327	
868	3.75182319	
869	3.66773623	
870	3.72875011	
871	3.75688004	
872	3.79378796	
873	3.74371427	
874	3.96748018	
875	3.81458920	
876	3.73695755	
877	3.71870309	
878	3.99513710	
879	3.61037987	
880	3.74955839	
881	3.83251786	
882	3.83430630	
883	3.70658225	
884	3.67058372	
885	3.70001668	
886	3.41440445	
887	3.74885225	
888	3.72121137	
889	3.73698008	
890	3.60292590	
891	3.60891211	
892	4.16892046	
893	4.80342305	
894	3.59680402	
895	3.75016773	
896	3.69639540	
897	3.77416420	
898	3.60236317	
899	3.83855832	
900	3.74594259	
901	5.11518824	
902	4.34575140	
903	3.63023287	
904	3.07324553	
905	3.63263774	
906	3.78719050	
907	3.84953713	
908	3.63014913	
909	3.94916028	
910	3.80614161	
911	3.96115243	
912	3.87462866	
913	3.79457170	
914	3.62585020	
915	3.62683427	
916	3.66854829	
917	3.52918404	
918	3.67856878	
919	3.70856076	
920	3.72553384	
921	3.60899532	
922	3.74141347	
923	3.98857504	
924	3.51530772	
925	3.84750015	
926	3.69776660	
927	3.64783472	
928	3.76255232	
929	3.51641637	
930	3.70698565	
931	3.56971365	
932	3.72112423	
933	3.65931910	
934	3.64621717	
935	3.72114855	
936	3.61558992	
937	3.73828769	
938	3.94097155	
939	3.75372660	
940	3.87074172	
941	3.95639247	
942	3.33067060	
943	3.28833830	
944	3.36463225	
945	3.86789709	
946	3.70780271	
947	3.31480199	
948	3.56809402	
949	3.58301091	
950	3.75461787	
951	3.98767048	
952	3.53168535	
953	3.60835493	
954	3.71165329	
955	3.70843339	
956	3.64249736	
957	4.16424656	
958	4.06199384	
959	3.69609928	
960	3.52869636	
961	3.58260387	
962	3.53836900	
963	3.47121823	
964	3.59986848	
965	3.86600965	
966	3.61468625	
967	3.69710195	
968	3.81764686	
969	4.01969790	
970	3.91336972	
971	4.16338539	
972	3.59880841	
973	3.64439446	
974	3.67898059	
975	3.76976216	
976	4.08302957	
977	3.78073913	
978	3.65781164	
979	3.78182709	
980	3.67111468	
981	3.67941457	
982	3.68154037	
983	3.92178851	
984	3.77499443	
985	3.82150376	
986	3.68257153	
987	3.64842886	
988	3.68721080	
989	3.59713161	
990	3.59640241	
991	3.69224310	
992	3.78203464	
993	3.78184086	
994	3.91660100	
995	3.63077682	
996	3.35430658	
997	3.61680800	
998	3.33332330	
999	3.48476917	
1000	3.72349393	3.50746441
