step	train_loss	eval_loss
152	3.90290201	
153	3.37243557	
154	3.64784598	
155	3.77847254	
156	3.73544204	
157	3.81648660	
158	3.75548136	
159	3.94203258	
160	3.82000017	
161	3.66342676	
162	3.56644213	
163	4.00920951	
164	4.19913971	
165	3.71436071	
166	3.68610835	
167	3.69866896	
168	3.94740129	
169	3.89258158	
170	3.50595760	
171	3.82067740	
172	3.75364363	
173	3.84609079	
174	3.86332214	
175	3.68437576	
176	3.87475824	
177	3.54935491	
178	3.63680601	
179	3.72109234	
180	3.57398796	
181	3.63281047	
182	3.64299560	
183	3.75695395	
184	3.92694867	
185	3.84467256	
186	3.61019194	
187	3.70571911	
188	3.63244569	
189	3.69621110	
190	3.88453376	
191	3.69033206	
192	3.77038205	
193	3.89031541	
194	3.68993878	
195	3.80628240	
196	3.73470855	
197	3.85618591	
198	3.61462796	
199	3.77281475	
200	3.70592868	
201	3.58996081	
202	3.65643001	
203	3.59035969	
204	3.81081390	
205	3.91171193	
206	3.77611804	
207	3.65668511	
208	3.60766137	
209	3.69097805	
210	3.40106654	
211	3.66622758	
212	3.81238806	
213	3.97340286	
214	3.82590985	
215	3.73904228	
216	3.74336350	
217	3.88096893	
218	3.82043803	
219	3.79050338	
220	3.64928925	
221	3.64236152	
222	3.62547863	
223	3.80377793	
224	3.47416461	
225	3.75568223	
226	3.74870646	
227	3.76491797	
228	3.53913784	
229	3.72042978	
230	3.60806775	
231	3.68163872	
232	3.75047171	
233	3.86326742	
234	3.59703541	
235	3.93271661	
236	3.83591270	
237	3.57456851	
238	3.52307510	
239	3.60289824	
240	3.72510839	
241	3.68808174	
242	3.94213271	
243	3.84287369	
244	4.07756543	
245	3.86920738	
246	3.73070216	
247	3.52765286	
248	4.07122231	
249	3.64187729	
250	3.70001304	3.63709986
251	3.98586798	
252	3.48267341	
253	3.73030567	
254	3.75891972	
255	3.79942131	
256	3.62500346	
257	3.65650272	
258	3.78598976	
259	3.92006350	
260	3.77336109	
261	3.70834279	
262	3.79055810	
263	3.74093306	
264	3.69533479	
265	3.75182462	
266	3.92160547	
267	3.92332971	
268	3.55945158	
269	3.68131757	
270	3.65733433	
271	3.87639058	
272	3.68576753	
273	3.50782835	
274	3.75942659	
275	3.49687982	
276	3.66368508	
277	3.75614548	
278	3.76617372	
279	3.60135138	
280	3.88934004	
281	3.76666498	
282	3.95578408	
283	3.52435946	
284	3.57698047	
285	3.80823028	
286	3.78208971	
287	3.38139248	
288	3.77601862	
289	3.60841751	
290	3.60763550	
291	3.88836706	
292	3.66149092	
293	3.67527866	
294	3.67803347	
295	3.93557954	
296	3.55594349	
297	3.87036550	
298	3.83091116	
299	3.62223315	
300	3.68369424	
301	3.65888250	
302	3.67233193	
303	3.67433882	
304	3.80879068	
305	3.62298548	
306	3.52212143	
307	3.60762441	
308	3.84691966	
309	3.72262537	
310	3.43763316	
311	3.89738691	
312	3.75112343	
313	3.69609988	
314	3.77646029	
315	3.59573495	
316	3.89098132	
317	3.49773252	
318	3.58324361	
319	3.80070913	
320	3.68468368	
321	3.77877331	
322	3.59127378	
323	3.67456412	
324	3.68457508	
325	3.76685882	
